"fila","decil","tamanio_localidad","marginacion","n","gasto_prom","ingreso_prom","rubro","prop_ingreso"
"1748","8","100 mil o más","Bajo",81,712.032248815618,42956.2823176583,"COMUNICA",0.0165757419031329
"1749","8","100 mil o más","Medio",47,523.90567764177,43681.8059041045,"COMUNICA",0.0119936817354097
"1750","8","De 15 mil a 100 mil","Muy bajo",198,576.561755971283,43126.2536991928,"COMUNICA",0.0133691593059027
"1751","8","De 15 mil a 100 mil","Bajo",152,661.771985127284,43351.3453136453,"COMUNICA",0.015265315997448
"1752","8","De 15 mil a 100 mil","Medio",97,535.884982640809,43142.214816271,"COMUNICA",0.0124213600280601
"1753","8","De 15 mil a 100 mil","Alto",41,398.081581774919,44267.9002941786,"COMUNICA",0.0089925562118262
"1754","8","De 15 mil a 100 mil","Muy alto",4,207.044481312591,43702.4642583732,"COMUNICA",0.00473759282974352
"1755","8","De 2500 a 15 mil","Muy bajo",54,528.454942699853,42255.3315949245,"COMUNICA",0.0125062311134088
"1756","8","De 2500 a 15 mil","Bajo",66,558.260423734141,41249.5937066392,"COMUNICA",0.0135337193307746
"1757","8","De 2500 a 15 mil","Medio",60,400.423873341356,42479.157042666,"COMUNICA",0.00942636109608228
"1758","8","De 2500 a 15 mil","Alto",48,279.239722878163,43838.3855080636,"COMUNICA",0.00636975380461492
"1759","8","De 2500 a 15 mil","Muy alto",9,213.062389551354,42302.7767595172,"COMUNICA",0.00503660529810067
"1760","8","Menos de 2500","Muy bajo",64,345.518392384648,43580.4809483422,"COMUNICA",0.00792828314112012
"1761","8","Menos de 2500","Bajo",74,313.877774694714,42947.3186764055,"COMUNICA",0.0073084370425936
"1762","8","Menos de 2500","Medio",62,217.941571522798,42790.1859881599,"COMUNICA",0.0050932606739102
"1763","8","Menos de 2500","Alto",54,135.028031522716,42908.6577697827,"COMUNICA",0.00314687148330718
"1764","8","Menos de 2500","Muy alto",22,99.0505057695023,42818.6274499482,"COMUNICA",0.00231325737578312
"1765","9","100 mil o más","Muy bajo",1631,1437.87374009644,59691.0573082088,"COMUNICA",0.0240885955943472
"1766","9","100 mil o más","Bajo",99,1279.47224400415,60475.0841048964,"COMUNICA",0.0211570147101383
"1767","9","100 mil o más","Medio",43,941.42192875931,57820.67203756,"COMUNICA",0.0162817534903048
"1768","9","De 15 mil a 100 mil","Muy bajo",187,1122.51886589619,59384.7149791407,"COMUNICA",0.0189024880609511
"1769","9","De 15 mil a 100 mil","Bajo",125,1288.41625469163,58653.9851945659,"COMUNICA",0.0219663889916042
"1770","9","De 15 mil a 100 mil","Medio",86,1043.32449513825,58924.1098621347,"COMUNICA",0.0177062410883987
"1771","9","De 15 mil a 100 mil","Alto",43,775.032476712519,57843.694440239,"COMUNICA",0.0133987374805951
"1772","9","De 15 mil a 100 mil","Muy alto",3,403.098772934656,62650.31,"COMUNICA",0.00643410659795068
"1773","9","De 2500 a 15 mil","Muy bajo",42,938.758799745226,58867.0841669751,"COMUNICA",0.0159470918770575
"1774","9","De 2500 a 15 mil","Bajo",52,991.705901457679,60308.4799535354,"COMUNICA",0.0164438881931983
"1775","9","De 2500 a 15 mil","Medio",37,711.321636631502,59104.5880491758,"COMUNICA",0.0120349647990047
"1776","9","De 2500 a 15 mil","Alto",44,496.047488459544,56405.6375314511,"COMUNICA",0.00879428919109289
"1777","9","De 2500 a 15 mil","Muy alto",15,378.488640988417,58550.9958160301,"COMUNICA",0.00646425625582262
"1778","9","Menos de 2500","Muy bajo",56,568.310057001583,60456.0022428987,"COMUNICA",0.00940039096065664
"1779","9","Menos de 2500","Bajo",35,516.267440344251,59387.61015425,"COMUNICA",0.00869318430230358
"1780","9","Menos de 2500","Medio",32,358.471183198985,57732.6720632892,"COMUNICA",0.00620915627819914
"1781","9","Menos de 2500","Alto",50,222.09465540132,57563.4689818677,"COMUNICA",0.00385825696973334
"1782","9","Menos de 2500","Muy alto",14,162.918674723501,58582.9331858228,"COMUNICA",0.00278099210578496
"1783","10","100 mil o más","Muy bajo",1722,2633.67597867248,128731.369458463,"COMUNICA",0.0204586961962077
"1784","10","100 mil o más","Bajo",99,2343.54047955968,117325.112468943,"COMUNICA",0.0199747558748775
"1785","10","100 mil o más","Medio",33,1724.35190269391,125107.670393822,"COMUNICA",0.0137829431022564
"1786","10","De 15 mil a 100 mil","Muy bajo",151,2305.41908976097,133606.410632705,"COMUNICA",0.0172553029367637
"1787","10","De 15 mil a 100 mil","Bajo",122,2646.13764576061,111043.866582914,"COMUNICA",0.0238296605403667
"1788","10","De 15 mil a 100 mil","Medio",76,2142.77040768185,134245.438402788,"COMUNICA",0.0159615882161501
"1789","10","De 15 mil a 100 mil","Alto",26,1591.75468785663,103548.737527488,"COMUNICA",0.0153720337482056
"1790","10","De 15 mil a 100 mil","Muy alto",1,827.880612448184,123389.01,"COMUNICA",0.00670951661293161
"1791","10","De 2500 a 15 mil","Muy bajo",26,1836.59250292182,103944.013880933,"COMUNICA",0.0176690550455905
"1792","10","De 2500 a 15 mil","Bajo",39,1940.17848271015,99205.7686233298,"COMUNICA",0.0195571135593609
"1793","10","De 2500 a 15 mil","Medio",30,1391.6332772146,101128.465912641,"COMUNICA",0.0137610440804743
"1794","10","De 2500 a 15 mil","Alto",25,970.46983596345,104917.425538664,"COMUNICA",0.00924984416059482
"1795","10","De 2500 a 15 mil","Muy alto",5,740.477107292146,109072.866274062,"COMUNICA",0.00678882963826756
"1796","10","Menos de 2500","Muy bajo",39,1052.27978974035,113401.495323467,"COMUNICA",0.00927924086661138
"1797","10","Menos de 2500","Bajo",42,955.917965699005,132499.138063408,"COMUNICA",0.007214522144601
"1798","10","Menos de 2500","Medio",34,663.743279988361,115038.20061555,"COMUNICA",0.0057697640995494
"1799","10","Menos de 2500","Alto",26,411.229247853177,107131.252652092,"COMUNICA",0.00383855539511559
"1800","10","Menos de 2500","Muy alto",3,301.659326050507,92007.8558091286,"COMUNICA",0.00327862575861242
"1801","1","100 mil o más","Muy bajo",431,3.47585235330941,7023.87328834629,"EDUCA",0.000494862622176911
"1802","1","100 mil o más","Bajo",59,5.05974324844413,5957.20544233532,"EDUCA",0.000849348456658334
"1803","1","100 mil o más","Medio",92,5.84172486967995,6834.84765741627,"EDUCA",0.000854697158222874
"1804","1","De 15 mil a 100 mil","Muy bajo",89,3.59800586491058,6616.99354063579,"EDUCA",0.000543752361675249
"1805","1","De 15 mil a 100 mil","Bajo",88,3.85320988448567,6756.55020545886,"EDUCA",0.000570292496512869
"1806","1","De 15 mil a 100 mil","Medio",81,5.37879655876995,6636.2430995281,"EDUCA",0.000810518312560376
"1807","1","De 15 mil a 100 mil","Alto",123,5.45074971627478,7079.54975684921,"EDUCA",0.000769928866027303
"1808","1","De 15 mil a 100 mil","Muy alto",49,5.89360764947685,6001.2096680791,"EDUCA",0.000982069945135464
"1809","1","De 2500 a 15 mil","Muy bajo",36,4.02238398686828,7150.98644546082,"EDUCA",0.000562493582884854
"1810","1","De 2500 a 15 mil","Bajo",61,4.05826049632254,6781.63520983796,"EDUCA",0.000598419167464996
"1811","1","De 2500 a 15 mil","Medio",88,4.66573176726664,6727.00920001604,"EDUCA",0.000693581891824307
"1812","1","De 2500 a 15 mil","Alto",170,5.58441529684858,6764.65228144605,"EDUCA",0.00082552880244346
"1813","1","De 2500 a 15 mil","Muy alto",93,5.36868340421228,5862.44868842607,"EDUCA",0.000915774907303052
"1814","1","Menos de 2500","Muy bajo",64,3.90321750236865,6479.50237467619,"EDUCA",0.000602394640308116
"1815","1","Menos de 2500","Bajo",140,3.11575993237621,6485.37023565922,"EDUCA",0.000480428999295135
"1816","1","Menos de 2500","Medio",263,4.36417528787862,6406.52806754724,"EDUCA",0.000681207549840557
"1817","1","Menos de 2500","Alto",620,5.6352324887198,6228.84676040301,"EDUCA",0.000904699169121188
"1818","1","Menos de 2500","Muy alto",671,5.52695561107455,5744.24406355316,"EDUCA",0.000962172837700735
"1819","2","100 mil o más","Muy bajo",700,8.01755620573232,11266.0272977433,"EDUCA",0.000711657800379935
"1820","2","100 mil o más","Bajo",78,11.6710296224266,11210.7545719358,"EDUCA",0.00104105656292245
"1821","2","100 mil o más","Medio",61,13.4747835269949,11300.2761040575,"EDUCA",0.00119242958339368
"1822","2","De 15 mil a 100 mil","Muy bajo",125,9.16078567052994,11270.814530134,"EDUCA",0.000812788254658736
"1823","2","De 15 mil a 100 mil","Bajo",136,9.81055371547759,11317.13165387,"EDUCA",0.000866876344247773
"1824","2","De 15 mil a 100 mil","Medio",128,13.6948089776844,11331.8299526236,"EDUCA",0.00120852581047721
"1825","2","De 15 mil a 100 mil","Alto",121,13.8780071163198,10987.6868584801,"EDUCA",0.00126305084000542
"1826","2","De 15 mil a 100 mil","Muy alto",20,15.0055556322555,10847.0223157895,"EDUCA",0.00138338017525904
"1827","2","De 2500 a 15 mil","Muy bajo",48,10.5077675729224,11456.3767700261,"EDUCA",0.000917198149454578
"1828","2","De 2500 a 15 mil","Bajo",99,10.6014885892018,10971.9937112606,"EDUCA",0.000966231741303446
"1829","2","De 2500 a 15 mil","Medio",129,12.1884001391812,11099.0332099448,"EDUCA",0.00109814971345976
"1830","2","De 2500 a 15 mil","Alto",151,14.5882987447445,11144.1280776753,"EDUCA",0.00130905698885218
"1831","2","De 2500 a 15 mil","Muy alto",46,14.0247371375433,11011.9222354344,"EDUCA",0.00127359572994569
"1832","2","Menos de 2500","Muy bajo",57,10.4817524548179,11232.7869648457,"EDUCA",0.000933139076492926
"1833","2","Menos de 2500","Bajo",151,8.36710334938165,11025.375921108,"EDUCA",0.000758895062558631
"1834","2","Menos de 2500","Medio",255,11.7196147916207,11152.2924019506,"EDUCA",0.00105087047301332
"1835","2","Menos de 2500","Alto",410,15.1329289852223,10940.1713138121,"EDUCA",0.00138324424281335
"1836","2","Menos de 2500","Muy alto",255,14.8421606599468,10904.5170574151,"EDUCA",0.00136110206273225
"1837","3","100 mil o más","Muy bajo",937,11.8958585284842,14910.6500758462,"EDUCA",0.000797809516551819
"1838","3","100 mil o más","Bajo",87,17.3166128535167,14774.1055666619,"EDUCA",0.00117209212939374
"1839","3","100 mil o más","Medio",58,19.9928900474947,14919.4526612513,"EDUCA",0.00134005519514935
"1840","3","De 15 mil a 100 mil","Muy bajo",156,13.7640823031044,14918.3825600534,"EDUCA",0.000922625643074748
"1841","3","De 15 mil a 100 mil","Bajo",150,14.740358875628,14959.9281198251,"EDUCA",0.000985322840962977
"1842","3","De 15 mil a 100 mil","Medio",105,20.5764533746688,14860.157003881,"EDUCA",0.0013846726766948
"1843","3","De 15 mil a 100 mil","Alto",80,20.8517082352409,15035.2717049243,"EDUCA",0.00138685277156724
"1844","3","De 15 mil a 100 mil","Muy alto",11,22.5458503165042,15167.0942071197,"EDUCA",0.00148649767771078
"1845","3","De 2500 a 15 mil","Muy bajo",51,15.4067982127218,15048.141404043,"EDUCA",0.00102383396055691
"1846","3","De 2500 a 15 mil","Bajo",90,15.5442146788822,14910.5774570967,"EDUCA",0.00104249582040727
"1847","3","De 2500 a 15 mil","Medio",110,17.8709912931461,15150.2169929536,"EDUCA",0.00117958649050756
"1848","3","De 2500 a 15 mil","Alto",145,21.3897929264172,14858.9647095984,"EDUCA",0.00143952107999826
"1849","3","De 2500 a 15 mil","Muy alto",31,20.5634825226396,14817.5046621813,"EDUCA",0.00138778309786018
"1850","3","Menos de 2500","Muy bajo",89,15.1274101490275,14834.7904107529,"EDUCA",0.00101972523575813
"1851","3","Menos de 2500","Bajo",125,12.0755192687773,14803.6316419215,"EDUCA",0.000815713303388434
"1852","3","Menos de 2500","Medio",222,16.9139103177045,14736.6209665568,"EDUCA",0.0011477468516079
"1853","3","Menos de 2500","Alto",260,21.8400522176184,14669.2680727298,"EDUCA",0.00148883039762693
"1854","3","Menos de 2500","Muy alto",132,21.4204115707637,14671.9221088686,"EDUCA",0.00145995946623898
"1855","4","100 mil o más","Muy bajo",1075,18.8205658993152,18739.8613218548,"EDUCA",0.00100430657282219
"1856","4","100 mil o más","Bajo",105,27.3967999217267,18811.6044584986,"EDUCA",0.00145637763021056
"1857","4","100 mil o más","Medio",40,31.6309664620222,18721.4658619134,"EDUCA",0.00168955607938648
"1858","4","De 15 mil a 100 mil","Muy bajo",173,21.8057437870549,18737.0497043727,"EDUCA",0.00116377680216998
"1859","4","De 15 mil a 100 mil","Bajo",185,23.3524098807432,18609.2773386727,"EDUCA",0.00125487999645282
"1860","4","De 15 mil a 100 mil","Medio",102,32.5982406575587,18782.7978122765,"EDUCA",0.00173553700483601
"1861","4","De 15 mil a 100 mil","Alto",102,33.0343133198523,18705.0980062611,"EDUCA",0.00176605935498412
"1862","4","De 15 mil a 100 mil","Muy alto",8,35.7182572185601,18491.9747325103,"EDUCA",0.00193155451136133
"1863","4","De 2500 a 15 mil","Muy bajo",61,24.3994840932836,18511.9156651859,"EDUCA",0.00131804209432361
"1864","4","De 2500 a 15 mil","Bajo",107,24.6171084111743,18773.2090874119,"EDUCA",0.00131128931108965
"1865","4","De 2500 a 15 mil","Medio",99,28.3019845437566,18619.7053240269,"EDUCA",0.00152000174284368
"1866","4","De 2500 a 15 mil","Alto",111,33.8746509904767,18609.4557312925,"EDUCA",0.00182029240831128
"1867","4","De 2500 a 15 mil","Muy alto",27,32.566037039839,18902.9050481899,"EDUCA",0.00172280593680268
"1868","4","Menos de 2500","Muy bajo",77,23.3781090578015,19047.4487443694,"EDUCA",0.00122736169927809
"1869","4","Menos de 2500","Bajo",130,18.6616747943176,18759.2368776674,"EDUCA",0.000994799250951091
"1870","4","Menos de 2500","Medio",160,26.1389909755294,18782.3253492993,"EDUCA",0.00139168023604194
"1871","4","Menos de 2500","Alto",168,33.7519190403372,18884.6961118706,"EDUCA",0.00178726302188793
"1872","4","Menos de 2500","Muy alto",90,33.1034003431404,18492.3561804703,"EDUCA",0.00179011262924411
"1873","5","100 mil o más","Muy bajo",1218,26.8480417477056,22878.47655914,"EDUCA",0.0011735065347688
"1874","5","100 mil o más","Bajo",114,39.0822694283726,22993.9451560455,"EDUCA",0.00169967655237697
"1875","5","100 mil o más","Medio",39,45.1224214972851,22913.7135460674,"EDUCA",0.00196923215464694
"1876","5","De 15 mil a 100 mil","Muy bajo",177,29.0302981629948,22979.8457172511,"EDUCA",0.00126329386716472
"1877","5","De 15 mil a 100 mil","Bajo",155,31.0893967921182,22725.0001591237,"EDUCA",0.00136807025630036
"1878","5","De 15 mil a 100 mil","Medio",111,43.3985033606532,22865.3593403675,"EDUCA",0.0018980022449958
"1879","5","De 15 mil a 100 mil","Alto",65,43.9790529974055,23237.2771017125,"EDUCA",0.00189260784750742
"1880","5","De 15 mil a 100 mil","Muy alto",9,47.5522261327743,22842.9040976059,"EDUCA",0.002081706683598
"1881","5","De 2500 a 15 mil","Muy bajo",61,32.803262830343,22953.2131125139,"EDUCA",0.00142913598499458
"1882","5","De 2500 a 15 mil","Bajo",75,33.0958422477518,22992.1086753979,"EDUCA",0.00143944353756318
"1883","5","De 2500 a 15 mil","Medio",77,38.0498797934403,23041.0946056033,"EDUCA",0.00165139202128822
"1884","5","De 2500 a 15 mil","Alto",78,45.541908643499,23000.8360262877,"EDUCA",0.00198001101314096
"1885","5","De 2500 a 15 mil","Muy alto",17,43.7825763444073,22546.3276996424,"EDUCA",0.00194189390519245
"1886","5","Menos de 2500","Muy bajo",86,31.7844457798353,23091.2663493191,"EDUCA",0.00137647044986654
"1887","5","Menos de 2500","Bajo",87,25.3720687402433,22846.8497170179,"EDUCA",0.00111052810582216
"1888","5","Menos de 2500","Medio",124,35.5380898684947,22677.4680279826,"EDUCA",0.00156711012995996
"1889","5","Menos de 2500","Alto",139,45.8884862755111,22738.3568663145,"EDUCA",0.00201810916001112
"1890","5","Menos de 2500","Muy alto",54,45.0067725071402,23182.0056755073,"EDUCA",0.00194145291555561
"1891","6","100 mil o más","Muy bajo",1331,32.6648393829929,27862.3213204827,"EDUCA",0.00117236604255869
"1892","6","100 mil o más","Bajo",103,47.5496897263981,27260.6492557842,"EDUCA",0.00174426108785025
"1893","6","100 mil o más","Medio",46,54.8984787720566,27940.4203241701,"EDUCA",0.00196484083400013
"1894","6","De 15 mil a 100 mil","Muy bajo",175,38.1010588485933,27843.4029110195,"EDUCA",0.0013684052545716
"1895","6","De 15 mil a 100 mil","Bajo",150,40.8035401932822,27565.5432724353,"EDUCA",0.00148023711305137
"1896","6","De 15 mil a 100 mil","Medio",114,56.9587305055588,27761.03878357,"EDUCA",0.00205175069094565
"1897","6","De 15 mil a 100 mil","Alto",62,57.7206776203956,27395.7493803309,"EDUCA",0.00210692092481459
"1898","6","De 15 mil a 100 mil","Muy alto",4,62.4103189037229,28256.2359330144,"EDUCA",0.00220872727180209
"1899","6","De 2500 a 15 mil","Muy bajo",61,41.2551254445592,27772.8114282316,"EDUCA",0.00148545009752317
"1900","6","De 2500 a 15 mil","Bajo",80,41.6230888993579,27901.3130802853,"EDUCA",0.00149179677600078
"1901","6","De 2500 a 15 mil","Medio",67,47.8535495469198,27164.0365482373,"EDUCA",0.00176165090419984
"1902","6","De 2500 a 15 mil","Alto",74,57.2759227741959,27610.57326759,"EDUCA",0.00207441990497995
"1903","6","De 2500 a 15 mil","Muy alto",20,55.0632932057012,27570.6187911482,"EDUCA",0.00199717291885301
"1904","6","Menos de 2500","Muy bajo",93,38.9944189921304,27709.6714871489,"EDUCA",0.0014072494150721
"1905","6","Menos de 2500","Bajo",68,31.1274604876564,27933.7963819232,"EDUCA",0.00111432975532821
"1906","6","Menos de 2500","Medio",94,43.5995384452359,27871.2400949352,"EDUCA",0.00156432000502048
"1907","6","Menos de 2500","Alto",90,56.2978152249936,27715.249976999,"EDUCA",0.00203129379210779
"1908","6","Menos de 2500","Muy alto",30,55.216093958068,28103.2329346105,"EDUCA",0.00196475950245805
"1909","7","100 mil o más","Muy bajo",1483,43.8840632155351,34261.1826938121,"EDUCA",0.0012808683111649
"1910","7","100 mil o más","Bajo",105,63.8813357754806,34417.6012215345,"EDUCA",0.00185606589385175
"1911","7","100 mil o más","Medio",43,73.7541746477316,33914.1574247642,"EDUCA",0.00217473115206678
"1912","7","De 15 mil a 100 mil","Muy bajo",224,48.1784389450076,34291.4328051643,"EDUCA",0.00140497013404911
"1913","7","De 15 mil a 100 mil","Bajo",157,51.5957013581236,34466.3422290368,"EDUCA",0.00149698801849231
"1914","7","De 15 mil a 100 mil","Medio",98,72.0237902214932,34627.3263434596,"EDUCA",0.00207996971834059
"1915","7","De 15 mil a 100 mil","Alto",62,72.9872659802173,33917.6377084172,"EDUCA",0.00215189709282449
"1916","7","De 15 mil a 100 mil","Muy alto",3,78.9172740319864,33025.9483703704,"EDUCA",0.00238955360636329
"1917","7","De 2500 a 15 mil","Muy bajo",58,52.6198926716867,34543.8271720453,"EDUCA",0.00152327917834969
"1918","7","De 2500 a 15 mil","Bajo",75,53.0892205257074,34562.9261431757,"EDUCA",0.00153601637505422
"1919","7","De 2500 a 15 mil","Medio",57,61.0360183810195,34268.5896162515,"EDUCA",0.00178110681135455
"1920","7","De 2500 a 15 mil","Alto",59,73.0540229385423,33668.4658149794,"EDUCA",0.00216980551890903
"1921","7","De 2500 a 15 mil","Muy alto",16,70.2318684520147,34370.258410706,"EDUCA",0.0020433907599059
"1922","7","Menos de 2500","Muy bajo",77,49.0045495402678,34112.4284633449,"EDUCA",0.0014365599796838
"1923","7","Menos de 2500","Bajo",61,39.1180893680511,34567.490506992,"EDUCA",0.00113164388835628
"1924","7","Menos de 2500","Medio",75,54.7918332345391,34610.3919728008,"EDUCA",0.00158310351635423
"1925","7","Menos de 2500","Alto",80,70.7498437065749,34129.2538118102,"EDUCA",0.002072997086215
"1926","7","Menos de 2500","Muy alto",19,69.3904371094158,33559.4843137255,"EDUCA",0.00206768484463976
"1927","8","100 mil o más","Muy bajo",1479,56.9362851554274,43744.2975175058,"EDUCA",0.0013015704534435
"1928","8","100 mil o más","Bajo",81,82.8812495167561,42956.2823176583,"EDUCA",0.00192943255433177
"1929","8","100 mil o más","Medio",47,95.6905197397982,43681.8059041045,"EDUCA",0.00219062645784081
"1930","8","De 15 mil a 100 mil","Muy bajo",198,63.4604562691908,43126.2536991928,"EDUCA",0.00147150403352514
"1931","8","De 15 mil a 100 mil","Bajo",152,67.9616621136465,43351.3453136453,"EDUCA",0.00156769441921459
"1932","8","De 15 mil a 100 mil","Medio",97,94.8694643643412,43142.214816271,"EDUCA",0.00219899383395962
"1933","8","De 15 mil a 100 mil","Alto",41,96.1385503862657,44267.9002941786,"EDUCA",0.0021717440797369
"1934","8","De 15 mil a 100 mil","Muy alto",4,103.949534448422,43702.4642583732,"EDUCA",0.0023785737535042
"1935","8","De 2500 a 15 mil","Muy bajo",54,71.9666323675312,42255.3315949245,"EDUCA",0.00170313732376852
"1936","8","De 2500 a 15 mil","Bajo",66,72.6085187142302,41249.5937066392,"EDUCA",0.0017602238516726
"1937","8","De 2500 a 15 mil","Medio",60,83.4771143714625,42479.157042666,"EDUCA",0.00196513114155298
"1938","8","De 2500 a 15 mil","Alto",48,99.91377470828,43838.3855080636,"EDUCA",0.00227913901368247
"1939","8","De 2500 a 15 mil","Muy alto",9,96.0539994038154,42302.7767595172,"EDUCA",0.00227063107346033
"1940","8","Menos de 2500","Muy bajo",64,68.163941838502,43580.4809483422,"EDUCA",0.00156409338206477
"1941","8","Menos de 2500","Bajo",74,54.412156122545,42947.3186764055,"EDUCA",0.0012669511811092
"1942","8","Menos de 2500","Medio",62,76.2138914904475,42790.1859881599,"EDUCA",0.00178110680592826
"1943","8","Menos de 2500","Alto",54,98.4110324265769,42908.6577697827,"EDUCA",0.00229350060201325
"1944","8","Menos de 2500","Muy alto",22,96.5201361982134,42818.6274499482,"EDUCA",0.00225416231080827
"1945","9","100 mil o más","Muy bajo",1631,77.1781899832739,59691.0573082088,"EDUCA",0.00129296067893004
"1946","9","100 mil o más","Bajo",99,112.347069143618,60475.0841048964,"EDUCA",0.0018577414286642
"1947","9","100 mil o más","Medio",43,129.710273026075,57820.67203756,"EDUCA",0.00224332005241683
"1948","9","De 15 mil a 100 mil","Muy bajo",187,82.1981618983417,59384.7149791407,"EDUCA",0.00138416361730816
"1949","9","De 15 mil a 100 mil","Bajo",125,88.0284193449937,58653.9851945659,"EDUCA",0.00150080883767723
"1950","9","De 15 mil a 100 mil","Medio",86,122.881177175695,58924.1098621347,"EDUCA",0.00208541422964559
"1951","9","De 15 mil a 100 mil","Alto",43,124.524980587415,57843.694440239,"EDUCA",0.00215278401202516
"1952","9","De 15 mil a 100 mil","Muy alto",3,134.642281895168,62650.31,"EDUCA",0.00214910799156729
"1953","9","De 2500 a 15 mil","Muy bajo",42,91.7093331381312,58867.0841669751,"EDUCA",0.00155790514233727
"1954","9","De 2500 a 15 mil","Bajo",52,92.5273081975599,60308.4799535354,"EDUCA",0.00153423379711854
"1955","9","De 2500 a 15 mil","Medio",37,106.377500506301,59104.5880491758,"EDUCA",0.00179981798397434
"1956","9","De 2500 a 15 mil","Alto",44,127.323251025696,56405.6375314511,"EDUCA",0.00225727882172596
"1957","9","De 2500 a 15 mil","Muy alto",15,122.404618925642,58550.9958160301,"EDUCA",0.00209056425462417
"1958","9","Menos de 2500","Muy bajo",56,83.9823653462868,60456.0022428987,"EDUCA",0.00138914850851144
"1959","9","Menos de 2500","Bajo",35,67.0392792937317,59387.61015425,"EDUCA",0.00112884285324174
"1960","9","Menos de 2500","Medio",32,93.9004213972662,57732.6720632892,"EDUCA",0.00162646934640975
"1961","9","Menos de 2500","Alto",50,121.248727847487,57563.4689818677,"EDUCA",0.00210634852263125
"1962","9","Menos de 2500","Muy alto",14,118.919022348052,58582.9331858228,"EDUCA",0.00202992605322178
"1963","10","100 mil o más","Muy bajo",1722,140.694395401731,128731.369458463,"EDUCA",0.00109293015364936
"1964","10","100 mil o más","Bajo",99,204.806603620682,117325.112468943,"EDUCA",0.00174563313267563
"1965","10","100 mil o más","Medio",33,236.459398037272,125107.670393822,"EDUCA",0.0018900471673154
"1966","10","De 15 mil a 100 mil","Muy bajo",151,151.11898611028,133606.410632705,"EDUCA",0.00113107586226321
"1967","10","De 15 mil a 100 mil","Bajo",122,161.83774879516,111043.866582914,"EDUCA",0.00145742177191137
"1968","10","De 15 mil a 100 mil","Medio",76,225.913553059363,134245.438402788,"EDUCA",0.001682839698296
"1969","10","De 15 mil a 100 mil","Alto",26,228.935639887132,103548.737527488,"EDUCA",0.00221089745132199
"1970","10","De 15 mil a 100 mil","Muy alto",1,247.536009479966,123389.01,"EDUCA",0.00200614308745946
"1971","10","De 2500 a 15 mil","Muy bajo",26,169.429356313085,103944.013880933,"EDUCA",0.00163000590401642
"1972","10","De 2500 a 15 mil","Bajo",39,170.940532753258,99205.7686233298,"EDUCA",0.00172309065415637
"1973","10","De 2500 a 15 mil","Medio",30,196.528212840353,101128.465912641,"EDUCA",0.0019433520628121
"1974","10","De 2500 a 15 mil","Alto",25,235.224657118812,104917.425538664,"EDUCA",0.00224199798947724
"1975","10","De 2500 a 15 mil","Muy alto",5,226.137678000864,109072.866274062,"EDUCA",0.00207327161855873
"1976","10","Menos de 2500","Muy bajo",39,150.535681153257,113401.495323467,"EDUCA",0.00132745763822486
"1977","10","Menos de 2500","Bajo",42,120.165745846512,132499.138063408,"EDUCA",0.000906917189068854
"1978","10","Menos de 2500","Medio",34,168.313475849002,115038.20061555,"EDUCA",0.00146310942755003
"1979","10","Menos de 2500","Alto",26,217.334433732606,107131.252652092,"EDUCA",0.00202867443768625
"1980","10","Menos de 2500","Muy alto",3,213.158510481912,92007.8558091286,"EDUCA",0.00231674250646718
"1981","1","100 mil o más","Muy bajo",431,2.73044841862191,7023.87328834629,"ESPARCI",0.000388738279654355
"1982","1","100 mil o más","Bajo",59,2.60285811404035,5957.20544233532,"ESPARCI",0.000436926028359363
"1983","1","100 mil o más","Medio",92,1.69286822606822,6834.84765741627,"ESPARCI",0.000247681925175222
"1984","1","De 15 mil a 100 mil","Muy bajo",89,2.01528209995452,6616.99354063579,"ESPARCI",0.000304561593959313
"1985","1","De 15 mil a 100 mil","Bajo",88,2.53992595316072,6756.55020545886,"ESPARCI",0.000375920532805133
"1986","1","De 15 mil a 100 mil","Medio",81,2.17286742574813,6636.2430995281,"ESPARCI",0.000327424326258126
"1987","1","De 15 mil a 100 mil","Alto",123,1.98634331221644,7079.54975684921,"ESPARCI",0.000280574807782758
"1988","1","De 15 mil a 100 mil","Muy alto",49,1.77947152498889,6001.2096680791,"ESPARCI",0.000296518805942415
"1989","1","De 2500 a 15 mil","Muy bajo",36,2.22428758036111,7150.98644546082,"ESPARCI",0.000311046258767978
"1990","1","De 2500 a 15 mil","Bajo",61,2.4684750690902,6781.63520983796,"ESPARCI",0.00036399407999847
"1991","1","De 2500 a 15 mil","Medio",88,2.37362241052605,6727.00920001604,"ESPARCI",0.000352849585893296
"1992","1","De 2500 a 15 mil","Alto",170,2.79806375159145,6764.65228144605,"ESPARCI",0.000413630092897151
"1993","1","De 2500 a 15 mil","Muy alto",93,1.82348535606886,5862.44868842607,"ESPARCI",0.000311045000644334
"1994","1","Menos de 2500","Muy bajo",64,2.70443543492186,6479.50237467619,"ESPARCI",0.000417383199903065
"1995","1","Menos de 2500","Bajo",140,1.65466283307205,6485.37023565922,"ESPARCI",0.000255137759749481
"1996","1","Menos de 2500","Medio",263,1.79427256902493,6406.52806754724,"ESPARCI",0.000280069415150767
"1997","1","Menos de 2500","Alto",620,2.06646264808503,6228.84676040301,"ESPARCI",0.00033175686087216
"1998","1","Menos de 2500","Muy alto",671,1.62214630622677,5744.24406355316,"ESPARCI",0.00028239508772254
"1999","2","100 mil o más","Muy bajo",700,4.03905995178155,11266.0272977433,"ESPARCI",0.000358516790793735
